X,Y,Z,trialNumber,phaseNumber
-0.2294337,0.9334977,0.5854,1,3
-0.2294239,0.9336246,0.5854,1,3
-0.2294241,0.9336219,0.5854,1,3
-0.2294217,0.9336531,0.5854,1,3
-0.2294141,0.9337514,0.5854,1,3
-0.2294037,0.9338859,0.5854,1,3
-0.2293824,0.9341562,0.5854,1,3
-0.2293824,0.9341562,0.5854,1,3
-0.229378,0.9342108,0.5854,1,3
-0.229373,0.9342736,0.5854,1,3
-0.229373,0.9342735,0.5854,1,3
-0.229375,0.9342482,0.5854,1,3
-0.2293757,0.9342395,0.5854,1,3
-0.2293826,0.9341527,0.5854,1,3
-0.229385,0.9341232,0.5854,1,3
-0.2293846,0.9341276,0.5854,1,3
-0.229382,0.9341611,0.5854,1,3
-0.2293799,0.9341872,0.5854,1,3
-0.2293792,0.9341954,0.5854,1,3
-0.2293769,0.9342241,0.5854,1,3
-0.2293745,0.9342554,0.5854,1,3
-0.2293723,0.9342824,0.5854,1,3
-0.2293671,0.9343469,0.5854,1,3
-0.229366,0.9343609,0.5854,1,3
-0.2293635,0.934392,0.5854,1,3
-0.2293598,0.9344374,0.5854,1,3
-0.22936,0.9344348,0.5854,1,3
-0.2293597,0.9344381,0.5854,1,3
-0.2293591,0.9344458,0.5854,1,3
-0.2293571,0.9344712,0.5854,1,3
-0.2293538,0.9345113,0.5854,1,3
-0.2293577,0.9344634,0.5854,1,3
-0.2293566,0.9344766,0.5854,1,3
-0.2293494,0.9345659,0.5854,1,3
-0.2293431,0.934643,0.5854,1,3
-0.2293379,0.9347066,0.5854,1,3
-0.2293343,0.9347501,0.5854,1,3
-0.2293323,0.9347739,0.5854,1,3
-0.2293324,0.9347731,0.5854,1,3
-0.229333,0.9347662,0.5854,1,3
-0.2293278,0.9348292,0.5854,1,3
-0.2293274,0.934833,0.5854,1,3
-0.229333,0.9347658,0.5854,1,3
-0.2293337,0.9347571,0.5854,1,3
-0.2293352,0.9347396,0.5854,1,3
-0.2293391,0.9346912,0.5854,1,3
-0.2293431,0.9346426,0.5854,1,3
-0.2293466,0.9346004,0.5854,1,3
-0.2293554,0.9344916,0.5854,1,3
