success,totalSuccess,fail,totalFail,trialNumber,phaseNumber
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,0,0,1,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,1,0,2,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,2,0,3,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,3,0,4,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
0,0,4,0,5,3
